country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
SV;El Salvador;San Vicente Department;;;SV-SV;;15/08/2020;-45;0;-42;0;-20;0
SV;El Salvador;San Vicente Department;;;SV-SV;;16/08/2020;-54;0;-44;0;-21;0
SV;El Salvador;San Vicente Department;;;SV-SV;;17/08/2020;0;0;0;0;-43;0
SV;El Salvador;San Vicente Department;;;SV-SV;;18/08/2020;0;0;0;0;-40;0
SV;El Salvador;San Vicente Department;;;SV-SV;;19/08/2020;0;0;0;0;-39;0
SV;El Salvador;San Vicente Department;;;SV-SV;;20/08/2020;0;0;0;0;-41;0
SV;El Salvador;San Vicente Department;;;SV-SV;;21/08/2020;0;0;0;0;-38;0
SV;El Salvador;San Vicente Department;;;SV-SV;;22/08/2020;0;0;0;0;-25;0
SV;El Salvador;San Vicente Department;;;SV-SV;;23/08/2020;0;0;0;0;-27;0
SV;El Salvador;San Vicente Department;;;SV-SV;;24/08/2020;0;0;0;0;-41;0
SV;El Salvador;San Vicente Department;;;SV-SV;;25/08/2020;0;0;0;0;-36;0
SV;El Salvador;San Vicente Department;;;SV-SV;;26/08/2020;0;0;0;0;-38;0
SV;El Salvador;San Vicente Department;;;SV-SV;;27/08/2020;0;0;0;0;-38;0
SV;El Salvador;San Vicente Department;;;SV-SV;;28/08/2020;0;0;0;0;-37;0
SV;El Salvador;San Vicente Department;;;SV-SV;;29/08/2020;0;0;0;0;-22;0
SV;El Salvador;San Vicente Department;;;SV-SV;;30/08/2020;0;0;0;0;-19;0
SV;El Salvador;San Vicente Department;;;SV-SV;;31/08/2020;0;0;0;0;-37;0
SV;El Salvador;San Vicente Department;;;SV-SV;;01/09/2020;0;0;0;0;-37;0
SV;El Salvador;San Vicente Department;;;SV-SV;;02/09/2020;0;0;0;0;-39;0
SV;El Salvador;San Vicente Department;;;SV-SV;;03/09/2020;0;0;0;0;-41;0
SV;El Salvador;San Vicente Department;;;SV-SV;;04/09/2020;0;0;0;0;-35;0
SV;El Salvador;San Vicente Department;;;SV-SV;;05/09/2020;0;0;0;0;-23;0
SV;El Salvador;San Vicente Department;;;SV-SV;;06/09/2020;0;0;0;0;-31;0
SV;El Salvador;San Vicente Department;;;SV-SV;;07/09/2020;0;0;0;0;-43;0
SV;El Salvador;San Vicente Department;;;SV-SV;;08/09/2020;0;0;0;0;-40;0
SV;El Salvador;San Vicente Department;;;SV-SV;;09/09/2020;0;0;0;0;-39;0
SV;El Salvador;San Vicente Department;;;SV-SV;;10/09/2020;0;0;0;0;-40;0
SV;El Salvador;San Vicente Department;;;SV-SV;;11/09/2020;0;0;0;0;-36;0
SV;El Salvador;San Vicente Department;;;SV-SV;;12/09/2020;0;0;0;0;-23;0
SV;El Salvador;San Vicente Department;;;SV-SV;;13/09/2020;0;0;0;0;-27;0
SV;El Salvador;San Vicente Department;;;SV-SV;;14/09/2020;0;0;0;0;-35;0
SV;El Salvador;San Vicente Department;;;SV-SV;;15/09/2020;0;0;0;0;-55;0
SV;El Salvador;San Vicente Department;;;SV-SV;;16/09/2020;0;0;0;0;-38;0
SV;El Salvador;San Vicente Department;;;SV-SV;;17/09/2020;0;0;0;0;-39;0
SV;El Salvador;San Vicente Department;;;SV-SV;;18/09/2020;0;0;0;0;-33;0
SV;El Salvador;San Vicente Department;;;SV-SV;;19/09/2020;0;0;0;0;-23;0
SV;El Salvador;San Vicente Department;;;SV-SV;;20/09/2020;0;0;0;0;-20;0
SV;El Salvador;San Vicente Department;;;SV-SV;;21/09/2020;0;0;0;0;-38;0
SV;El Salvador;San Vicente Department;;;SV-SV;;22/09/2020;0;0;0;0;-36;0
SV;El Salvador;San Vicente Department;;;SV-SV;;23/09/2020;0;0;0;0;-38;0
SV;El Salvador;San Vicente Department;;;SV-SV;;24/09/2020;0;0;0;0;-38;0
SV;El Salvador;San Vicente Department;;;SV-SV;;25/09/2020;0;0;0;0;-34;0
SV;El Salvador;San Vicente Department;;;SV-SV;;26/09/2020;0;0;0;0;-21;0
SV;El Salvador;San Vicente Department;;;SV-SV;;27/09/2020;0;0;0;0;-26;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;15/02/2020;3;5;0;-9;4;-1
SV;El Salvador;Santa Ana Department;;;SV-SA;;16/02/2020;4;8;-4;-3;2;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;17/02/2020;0;6;-4;-4;2;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;18/02/2020;-2;3;-4;-4;2;-1
SV;El Salvador;Santa Ana Department;;;SV-SA;;19/02/2020;0;2;-10;-9;1;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;20/02/2020;-1;-4;-5;-5;3;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;21/02/2020;3;1;-2;-5;7;-1
SV;El Salvador;Santa Ana Department;;;SV-SA;;22/02/2020;2;2;-4;-7;3;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;23/02/2020;3;3;-3;-4;2;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;24/02/2020;3;1;-2;-7;3;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;25/02/2020;2;2;-4;-5;3;-1
SV;El Salvador;Santa Ana Department;;;SV-SA;;26/02/2020;4;-2;-5;-6;1;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;27/02/2020;2;0;-4;-5;2;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;28/02/2020;6;6;3;-7;8;-2
SV;El Salvador;Santa Ana Department;;;SV-SA;;29/02/2020;5;6;-1;-8;5;-1
SV;El Salvador;Santa Ana Department;;;SV-SA;;01/03/2020;7;6;4;-6;5;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;02/03/2020;6;5;-3;-9;5;-1
SV;El Salvador;Santa Ana Department;;;SV-SA;;03/03/2020;4;6;-4;-7;5;-1
SV;El Salvador;Santa Ana Department;;;SV-SA;;04/03/2020;4;5;-1;-9;3;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;05/03/2020;3;2;-2;-11;4;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;06/03/2020;3;3;-2;-13;8;-2
SV;El Salvador;Santa Ana Department;;;SV-SA;;07/03/2020;1;1;-5;-11;5;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;08/03/2020;4;5;-1;-17;3;1
SV;El Salvador;Santa Ana Department;;;SV-SA;;09/03/2020;1;0;-5;-14;4;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;10/03/2020;-1;3;-5;-11;4;-1
SV;El Salvador;Santa Ana Department;;;SV-SA;;11/03/2020;3;14;-7;-15;4;-1
SV;El Salvador;Santa Ana Department;;;SV-SA;;12/03/2020;-5;7;-7;-13;-6;4
SV;El Salvador;Santa Ana Department;;;SV-SA;;13/03/2020;-5;13;-8;-18;-1;4
SV;El Salvador;Santa Ana Department;;;SV-SA;;14/03/2020;-11;6;-11;-23;0;4
SV;El Salvador;Santa Ana Department;;;SV-SA;;15/03/2020;-19;2;-19;-25;-3;6
SV;El Salvador;Santa Ana Department;;;SV-SA;;16/03/2020;-16;14;-15;-23;-9;6
SV;El Salvador;Santa Ana Department;;;SV-SA;;17/03/2020;-24;8;-19;-22;-14;8
SV;El Salvador;Santa Ana Department;;;SV-SA;;18/03/2020;-32;-1;-22;-27;-17;10
SV;El Salvador;Santa Ana Department;;;SV-SA;;19/03/2020;-45;-6;-43;-32;-38;19
SV;El Salvador;Santa Ana Department;;;SV-SA;;20/03/2020;-56;-26;-48;-52;-47;24
SV;El Salvador;Santa Ana Department;;;SV-SA;;21/03/2020;-62;-28;-54;-59;-39;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;22/03/2020;-85;-67;-77;-78;-52;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;23/03/2020;-77;-50;-68;-70;-67;32
SV;El Salvador;Santa Ana Department;;;SV-SA;;24/03/2020;-79;-55;-70;-70;-69;31
SV;El Salvador;Santa Ana Department;;;SV-SA;;25/03/2020;-78;-54;-68;-71;-67;32
SV;El Salvador;Santa Ana Department;;;SV-SA;;26/03/2020;-79;-57;-70;-71;-69;33
SV;El Salvador;Santa Ana Department;;;SV-SA;;27/03/2020;-77;-54;-69;-70;-67;33
SV;El Salvador;Santa Ana Department;;;SV-SA;;28/03/2020;-80;-59;-70;-75;-61;27
SV;El Salvador;Santa Ana Department;;;SV-SA;;29/03/2020;-83;-65;-75;-78;-49;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;30/03/2020;-70;-45;-63;-64;-64;29
SV;El Salvador;Santa Ana Department;;;SV-SA;;31/03/2020;-70;-43;-60;-63;-64;28
SV;El Salvador;Santa Ana Department;;;SV-SA;;01/04/2020;-71;-43;-60;-63;-64;30
SV;El Salvador;Santa Ana Department;;;SV-SA;;02/04/2020;-72;-47;-61;-64;-65;30
SV;El Salvador;Santa Ana Department;;;SV-SA;;03/04/2020;-73;-45;-62;-66;-62;31
SV;El Salvador;Santa Ana Department;;;SV-SA;;04/04/2020;-76;-54;-68;-68;-54;27
SV;El Salvador;Santa Ana Department;;;SV-SA;;05/04/2020;-80;-60;-71;-72;-45;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;06/04/2020;-67;-44;-62;-64;-64;29
SV;El Salvador;Santa Ana Department;;;SV-SA;;07/04/2020;-73;-48;-64;-64;-67;29
SV;El Salvador;Santa Ana Department;;;SV-SA;;08/04/2020;-74;-50;-66;-64;-68;31
SV;El Salvador;Santa Ana Department;;;SV-SA;;09/04/2020;-78;-56;-71;-68;-75;34
SV;El Salvador;Santa Ana Department;;;SV-SA;;10/04/2020;-86;-75;-78;-87;-81;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;11/04/2020;-84;-70;-76;-84;-71;31
SV;El Salvador;Santa Ana Department;;;SV-SA;;12/04/2020;-83;-69;-78;-81;-52;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;13/04/2020;-72;-48;-64;-67;-65;32
SV;El Salvador;Santa Ana Department;;;SV-SA;;14/04/2020;-72;-47;-66;-64;-64;30
SV;El Salvador;Santa Ana Department;;;SV-SA;;15/04/2020;-71;-46;-64;-69;-63;30
SV;El Salvador;Santa Ana Department;;;SV-SA;;16/04/2020;-71;-47;-66;-68;-64;31
SV;El Salvador;Santa Ana Department;;;SV-SA;;17/04/2020;-72;-48;-68;-71;-61;32
SV;El Salvador;Santa Ana Department;;;SV-SA;;18/04/2020;-77;-56;-71;-73;-55;28
SV;El Salvador;Santa Ana Department;;;SV-SA;;19/04/2020;-82;-66;-77;-78;-48;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;20/04/2020;-70;-51;-63;-67;-61;31
SV;El Salvador;Santa Ana Department;;;SV-SA;;21/04/2020;-71;-50;-66;-71;-63;29
SV;El Salvador;Santa Ana Department;;;SV-SA;;22/04/2020;-68;-48;-66;-72;-62;30
SV;El Salvador;Santa Ana Department;;;SV-SA;;23/04/2020;-69;-50;-66;-72;-62;31
SV;El Salvador;Santa Ana Department;;;SV-SA;;24/04/2020;-69;-43;-64;-68;-58;31
SV;El Salvador;Santa Ana Department;;;SV-SA;;25/04/2020;-75;-60;-71;-80;-54;27
SV;El Salvador;Santa Ana Department;;;SV-SA;;26/04/2020;-81;-69;-75;-81;-48;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;27/04/2020;-65;-45;-62;-67;-59;29
SV;El Salvador;Santa Ana Department;;;SV-SA;;28/04/2020;-66;-44;-60;-68;-60;24
SV;El Salvador;Santa Ana Department;;;SV-SA;;29/04/2020;-66;-44;-60;-67;-58;29
SV;El Salvador;Santa Ana Department;;;SV-SA;;30/04/2020;-63;-41;-58;-63;-57;28
SV;El Salvador;Santa Ana Department;;;SV-SA;;01/05/2020;-74;-53;-67;-72;-70;33
SV;El Salvador;Santa Ana Department;;;SV-SA;;02/05/2020;-69;-51;-63;-70;-49;26
SV;El Salvador;Santa Ana Department;;;SV-SA;;03/05/2020;-78;-64;-73;-77;-44;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;04/05/2020;-62;-42;-55;-66;-54;27
SV;El Salvador;Santa Ana Department;;;SV-SA;;05/05/2020;-62;-39;-58;-63;-57;26
SV;El Salvador;Santa Ana Department;;;SV-SA;;06/05/2020;-61;-41;-56;-61;-56;27
SV;El Salvador;Santa Ana Department;;;SV-SA;;07/05/2020;-81;-66;-71;-79;-68;34
SV;El Salvador;Santa Ana Department;;;SV-SA;;08/05/2020;-82;-67;-73;-80;-65;35
SV;El Salvador;Santa Ana Department;;;SV-SA;;09/05/2020;-84;-70;-75;-84;-60;29
SV;El Salvador;Santa Ana Department;;;SV-SA;;10/05/2020;-80;-62;-73;-79;-45;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;11/05/2020;-76;-56;-68;-78;-64;32
SV;El Salvador;Santa Ana Department;;;SV-SA;;12/05/2020;-79;-60;-68;-78;-65;31
SV;El Salvador;Santa Ana Department;;;SV-SA;;13/05/2020;-78;-60;-69;-76;-64;32
SV;El Salvador;Santa Ana Department;;;SV-SA;;14/05/2020;-73;-48;-62;-72;-62;29
SV;El Salvador;Santa Ana Department;;;SV-SA;;15/05/2020;-75;-52;-64;-73;-59;32
SV;El Salvador;Santa Ana Department;;;SV-SA;;16/05/2020;-81;-65;-73;-79;-56;28
SV;El Salvador;Santa Ana Department;;;SV-SA;;17/05/2020;-83;-65;-75;-80;-43;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;18/05/2020;-72;-51;-66;-77;-59;31
SV;El Salvador;Santa Ana Department;;;SV-SA;;19/05/2020;-72;-47;-65;-75;-60;29
SV;El Salvador;Santa Ana Department;;;SV-SA;;20/05/2020;-73;-52;-63;-75;-61;31
SV;El Salvador;Santa Ana Department;;;SV-SA;;21/05/2020;-73;-52;-63;-75;-61;31
SV;El Salvador;Santa Ana Department;;;SV-SA;;22/05/2020;-72;-48;-63;-74;-56;30
SV;El Salvador;Santa Ana Department;;;SV-SA;;23/05/2020;-76;-56;-68;-77;-51;26
SV;El Salvador;Santa Ana Department;;;SV-SA;;24/05/2020;-82;-65;-73;-82;-41;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;25/05/2020;-70;-54;-62;-76;-58;30
SV;El Salvador;Santa Ana Department;;;SV-SA;;26/05/2020;-68;-44;-61;-72;-57;28
SV;El Salvador;Santa Ana Department;;;SV-SA;;27/05/2020;-67;-43;-61;-73;-57;28
SV;El Salvador;Santa Ana Department;;;SV-SA;;28/05/2020;-69;-50;-61;-72;-57;29
SV;El Salvador;Santa Ana Department;;;SV-SA;;29/05/2020;-71;-52;-63;-77;-54;30
SV;El Salvador;Santa Ana Department;;;SV-SA;;30/05/2020;-76;-59;-71;-79;-50;26
SV;El Salvador;Santa Ana Department;;;SV-SA;;31/05/2020;-82;-65;-77;-84;-43;0
SV;El Salvador;Santa Ana Department;;;SV-SA;;01/06/2020;-70;-58;-67;-79;-59;31
SV;El Salvador;Santa Ana Department;;;SV-SA;;02/06/2020;-68;-50;-64;-74;-57;28
SV;El Salvador;Santa Ana Department;;;SV-SA;;03/06/2020;-63;-45;-60;-73;-56;27
SV;El Salvador;Santa Ana Department;;;SV-SA;;04/06/2020;-64;-45;-61;-71;-56;29
SV;El Salvador;Santa Ana Department;;;SV-SA;;05/06/2020;-69;-50;-64;-74;-54;30
SV;El Salvador;Santa Ana Department;;;SV-SA;;06/06/2020;-73;-56;-67;-77;-45;25
SV;El Salvador;Santa Ana Department;;;SV-SA;;07/06/2020;-74;-55;-67;-78;-32;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;08/06/2020;-61;-42;-57;-74;-52;27
SV;El Salvador;Santa Ana Department;;;SV-SA;;09/06/2020;-64;-46;-56;-69;-53;26
SV;El Salvador;Santa Ana Department;;;SV-SA;;10/06/2020;-63;-46;-58;-71;-52;27
SV;El Salvador;Santa Ana Department;;;SV-SA;;11/06/2020;-59;-37;-53;-67;-52;26
SV;El Salvador;Santa Ana Department;;;SV-SA;;12/06/2020;-61;-39;-55;-70;-48;26
SV;El Salvador;Santa Ana Department;;;SV-SA;;13/06/2020;-67;-51;-63;-73;-39;23
SV;El Salvador;Santa Ana Department;;;SV-SA;;14/06/2020;-72;-55;-64;-75;-28;19
SV;El Salvador;Santa Ana Department;;;SV-SA;;15/06/2020;-52;-30;-48;-67;-46;23
SV;El Salvador;Santa Ana Department;;;SV-SA;;16/06/2020;-48;-23;-46;-64;-46;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;17/06/2020;-50;-29;-46;-64;-58;25
SV;El Salvador;Santa Ana Department;;;SV-SA;;18/06/2020;-51;-34;-51;-65;-46;22
SV;El Salvador;Santa Ana Department;;;SV-SA;;19/06/2020;-51;-30;-51;-67;-42;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;20/06/2020;-57;-35;-54;-71;-32;19
SV;El Salvador;Santa Ana Department;;;SV-SA;;21/06/2020;-65;-45;-59;-71;-24;17
SV;El Salvador;Santa Ana Department;;;SV-SA;;22/06/2020;-43;-27;-48;-65;-44;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;23/06/2020;-45;-23;-47;-66;-46;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;24/06/2020;-47;-27;-48;-66;-44;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;25/06/2020;-48;-26;-45;-67;-45;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;26/06/2020;-48;-27;-49;-66;-41;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;27/06/2020;-54;-32;-51;-68;-32;18
SV;El Salvador;Santa Ana Department;;;SV-SA;;28/06/2020;-63;-42;-58;-72;-24;17
SV;El Salvador;Santa Ana Department;;;SV-SA;;29/06/2020;-45;-26;-48;-60;-42;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;30/06/2020;-45;-18;-44;-55;-42;19
SV;El Salvador;Santa Ana Department;;;SV-SA;;01/07/2020;-45;-19;-44;-56;-43;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;02/07/2020;-48;-24;-46;-56;-43;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;03/07/2020;-49;-24;-46;-58;-40;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;04/07/2020;-54;-31;-52;-60;-32;17
SV;El Salvador;Santa Ana Department;;;SV-SA;;05/07/2020;-61;-39;-56;-62;-26;15
SV;El Salvador;Santa Ana Department;;;SV-SA;;06/07/2020;-45;-28;-41;-61;-43;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;07/07/2020;-48;-25;-41;-56;-45;19
SV;El Salvador;Santa Ana Department;;;SV-SA;;08/07/2020;-49;-27;-44;-59;-42;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;09/07/2020;-51;-29;-46;-57;-43;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;10/07/2020;-54;-35;-51;-62;-41;23
SV;El Salvador;Santa Ana Department;;;SV-SA;;11/07/2020;-54;-31;-48;-60;-28;18
SV;El Salvador;Santa Ana Department;;;SV-SA;;12/07/2020;-61;-41;-56;-63;-25;16
SV;El Salvador;Santa Ana Department;;;SV-SA;;13/07/2020;-46;-27;-43;-58;-41;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;14/07/2020;-48;-24;-47;-54;-43;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;15/07/2020;-46;-21;-46;-55;-42;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;16/07/2020;-47;-19;-48;-52;-42;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;17/07/2020;-47;-22;-50;-59;-38;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;18/07/2020;-51;-25;-50;-54;-29;17
SV;El Salvador;Santa Ana Department;;;SV-SA;;19/07/2020;-60;-38;-57;-62;-25;15
SV;El Salvador;Santa Ana Department;;;SV-SA;;20/07/2020;-45;-27;-47;-57;-40;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;21/07/2020;-47;-25;-46;-51;-43;19
SV;El Salvador;Santa Ana Department;;;SV-SA;;22/07/2020;-46;-23;-46;-55;-40;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;23/07/2020;-47;-24;-46;-55;-40;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;24/07/2020;-45;-20;-46;-54;-37;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;25/07/2020;-51;-26;-48;-56;-27;17
SV;El Salvador;Santa Ana Department;;;SV-SA;;26/07/2020;-59;-37;-55;-63;-28;15
SV;El Salvador;Santa Ana Department;;;SV-SA;;27/07/2020;-43;-23;-45;-56;-39;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;28/07/2020;-46;-20;-46;-57;-41;19
SV;El Salvador;Santa Ana Department;;;SV-SA;;29/07/2020;-46;-22;-46;-54;-41;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;30/07/2020;-44;-19;-47;-53;-41;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;31/07/2020;-43;-14;-43;-53;-35;19
SV;El Salvador;Santa Ana Department;;;SV-SA;;01/08/2020;-46;-18;-45;-52;-26;15
SV;El Salvador;Santa Ana Department;;;SV-SA;;02/08/2020;-56;-33;-50;-50;-25;12
SV;El Salvador;Santa Ana Department;;;SV-SA;;03/08/2020;-38;-14;-39;-54;-43;19
SV;El Salvador;Santa Ana Department;;;SV-SA;;04/08/2020;-41;-15;-40;-50;-45;19
SV;El Salvador;Santa Ana Department;;;SV-SA;;05/08/2020;-44;-21;-45;-52;-48;21
SV;El Salvador;Santa Ana Department;;;SV-SA;;06/08/2020;-56;-35;-48;-55;-63;25
SV;El Salvador;Santa Ana Department;;;SV-SA;;07/08/2020;-45;-19;-45;-53;-39;20
SV;El Salvador;Santa Ana Department;;;SV-SA;;08/08/2020;-50;-28;-45;-54;-29;16
SV;El Salvador;Santa Ana Department;;;SV-SA;;09/08/2020;-60;-36;-56;-59;-25;14
SV;El Salvador;Santa Ana Department;;;SV-SA;;10/08/2020;-43;-24;-42;-56;-38;18
SV;El Salvador;Santa Ana Department;;;SV-SA;;11/08/2020;-44;-19;-44;-49;-39;17
SV;El Salvador;Santa Ana Department;;;SV-SA;;12/08/2020;-45;-22;-43;-52;-38;18
SV;El Salvador;Santa Ana Department;;;SV-SA;;13/08/2020;-46;-24;-44;-51;-39;19
SV;El Salvador;Santa Ana Department;;;SV-SA;;14/08/2020;-47;-20;-46;-54;-34;19
SV;El Salvador;Santa Ana Department;;;SV-SA;;15/08/2020;-44;-18;-40;-51;-25;14
SV;El Salvador;Santa Ana Department;;;SV-SA;;16/08/2020;-52;-28;-48;-52;-23;12
SV;El Salvador;Santa Ana Department;;;SV-SA;;17/08/2020;0;0;0;0;-37;17
SV;El Salvador;Santa Ana Department;;;SV-SA;;18/08/2020;0;0;0;0;-37;16
SV;El Salvador;Santa Ana Department;;;SV-SA;;19/08/2020;0;0;0;0;-37;18
SV;El Salvador;Santa Ana Department;;;SV-SA;;20/08/2020;0;0;0;0;-38;18
SV;El Salvador;Santa Ana Department;;;SV-SA;;21/08/2020;0;0;0;0;-34;18
SV;El Salvador;Santa Ana Department;;;SV-SA;;22/08/2020;0;0;0;0;-24;14
SV;El Salvador;Santa Ana Department;;;SV-SA;;23/08/2020;0;0;0;0;-24;13
SV;El Salvador;Santa Ana Department;;;SV-SA;;24/08/2020;0;0;0;0;-34;16
SV;El Salvador;Santa Ana Department;;;SV-SA;;25/08/2020;0;0;0;0;-36;15
SV;El Salvador;Santa Ana Department;;;SV-SA;;26/08/2020;0;0;0;0;-34;16
SV;El Salvador;Santa Ana Department;;;SV-SA;;27/08/2020;0;0;0;0;-36;16
SV;El Salvador;Santa Ana Department;;;SV-SA;;28/08/2020;0;0;0;0;-31;15
SV;El Salvador;Santa Ana Department;;;SV-SA;;29/08/2020;0;0;0;0;-20;11
SV;El Salvador;Santa Ana Department;;;SV-SA;;30/08/2020;0;0;0;0;-18;9
SV;El Salvador;Santa Ana Department;;;SV-SA;;31/08/2020;0;0;0;0;-32;13
SV;El Salvador;Santa Ana Department;;;SV-SA;;01/09/2020;0;0;0;0;-34;13
SV;El Salvador;Santa Ana Department;;;SV-SA;;02/09/2020;0;0;0;0;-34;14
SV;El Salvador;Santa Ana Department;;;SV-SA;;03/09/2020;0;0;0;0;-35;15
SV;El Salvador;Santa Ana Department;;;SV-SA;;04/09/2020;0;0;0;0;-29;15
SV;El Salvador;Santa Ana Department;;;SV-SA;;05/09/2020;0;0;0;0;-22;11
SV;El Salvador;Santa Ana Department;;;SV-SA;;06/09/2020;0;0;0;0;-22;10
SV;El Salvador;Santa Ana Department;;;SV-SA;;07/09/2020;0;0;0;0;-33;14
SV;El Salvador;Santa Ana Department;;;SV-SA;;08/09/2020;0;0;0;0;-35;13
SV;El Salvador;Santa Ana Department;;;SV-SA;;09/09/2020;0;0;0;0;-33;14
SV;El Salvador;Santa Ana Department;;;SV-SA;;10/09/2020;0;0;0;0;-34;14
SV;El Salvador;Santa Ana Department;;;SV-SA;;11/09/2020;0;0;0;0;-29;13
SV;El Salvador;Santa Ana Department;;;SV-SA;;12/09/2020;0;0;0;0;-21;10
SV;El Salvador;Santa Ana Department;;;SV-SA;;13/09/2020;0;0;0;0;-20;8
SV;El Salvador;Santa Ana Department;;;SV-SA;;14/09/2020;0;0;0;0;-31;12
SV;El Salvador;Santa Ana Department;;;SV-SA;;15/09/2020;0;0;0;0;-59;19
SV;El Salvador;Santa Ana Department;;;SV-SA;;16/09/2020;0;0;0;0;-31;12
SV;El Salvador;Santa Ana Department;;;SV-SA;;17/09/2020;0;0;0;0;-32;13
SV;El Salvador;Santa Ana Department;;;SV-SA;;18/09/2020;0;0;0;0;-27;13
SV;El Salvador;Santa Ana Department;;;SV-SA;;19/09/2020;0;0;0;0;-20;10
SV;El Salvador;Santa Ana Department;;;SV-SA;;20/09/2020;0;0;0;0;-20;9
SV;El Salvador;Santa Ana Department;;;SV-SA;;21/09/2020;0;0;0;0;-31;12
SV;El Salvador;Santa Ana Department;;;SV-SA;;22/09/2020;0;0;0;0;-33;11
SV;El Salvador;Santa Ana Department;;;SV-SA;;23/09/2020;0;0;0;0;-32;13
SV;El Salvador;Santa Ana Department;;;SV-SA;;24/09/2020;0;0;0;0;-32;14
SV;El Salvador;Santa Ana Department;;;SV-SA;;25/09/2020;0;0;0;0;-28;13
SV;El Salvador;Santa Ana Department;;;SV-SA;;26/09/2020;0;0;0;0;-18;9
SV;El Salvador;Santa Ana Department;;;SV-SA;;27/09/2020;0;0;0;0;-19;8
SV;El Salvador;Sonsonate Department;;;SV-SO;;15/02/2020;0;0;-2;1;7;-1
SV;El Salvador;Sonsonate Department;;;SV-SO;;16/02/2020;-3;4;-2;2;1;0
SV;El Salvador;Sonsonate Department;;;SV-SO;;17/02/2020;-5;0;-1;5;9;-1
SV;El Salvador;Sonsonate Department;;;SV-SO;;18/02/2020;-4;-4;-6;1;8;-1
SV;El Salvador;Sonsonate Department;;;SV-SO;;19/02/2020;-6;-7;-7;-3;6;0
SV;El Salvador;Sonsonate Department;;;SV-SO;;20/02/2020;-8;-8;-4;1;4;0
SV;El Salvador;Sonsonate Department;;;SV-SO;;21/02/2020;-6;-3;1;-3;14;-1
SV;El Salvador;Sonsonate Department;;;SV-SO;;22/02/2020;-3;-6;-5;-5;6;-1
SV;El Salvador;Sonsonate Department;;;SV-SO;;23/02/2020;-8;-3;-10;-5;0;0
SV;El Salvador;Sonsonate Department;;;SV-SO;;24/02/2020;-8;-3;-2;-1;7;-1
