country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
SV;El Salvador;La Libertad Department;;;SV-LI;;11/03/2020;-3;21;0;2;5;0
SV;El Salvador;La Libertad Department;;;SV-LI;;12/03/2020;-10;9;-6;-9;-5;5
SV;El Salvador;La Libertad Department;;;SV-LI;;13/03/2020;-10;15;-11;-9;-2;5
SV;El Salvador;La Libertad Department;;;SV-LI;;14/03/2020;-16;6;-11;-3;0;6
SV;El Salvador;La Libertad Department;;;SV-LI;;15/03/2020;-30;-4;-25;-15;-3;7
SV;El Salvador;La Libertad Department;;;SV-LI;;16/03/2020;-19;9;-17;-14;-9;9
SV;El Salvador;La Libertad Department;;;SV-LI;;17/03/2020;-28;8;-27;-21;-17;12
SV;El Salvador;La Libertad Department;;;SV-LI;;18/03/2020;-38;-5;-33;-22;-21;15
SV;El Salvador;La Libertad Department;;;SV-LI;;19/03/2020;-44;4;-38;-36;-33;21
SV;El Salvador;La Libertad Department;;;SV-LI;;20/03/2020;-60;-22;-47;-39;-42;27
SV;El Salvador;La Libertad Department;;;SV-LI;;21/03/2020;-65;-31;-54;-46;-37;22
SV;El Salvador;La Libertad Department;;;SV-LI;;22/03/2020;-88;-71;-82;-74;-54;26
SV;El Salvador;La Libertad Department;;;SV-LI;;23/03/2020;-81;-56;-72;-65;-68;39
SV;El Salvador;La Libertad Department;;;SV-LI;;24/03/2020;-83;-59;-75;-66;-71;39
SV;El Salvador;La Libertad Department;;;SV-LI;;25/03/2020;-82;-57;-74;-66;-71;40
SV;El Salvador;La Libertad Department;;;SV-LI;;26/03/2020;-81;-54;-75;-68;-71;40
SV;El Salvador;La Libertad Department;;;SV-LI;;27/03/2020;-79;-51;-72;-65;-68;40
SV;El Salvador;La Libertad Department;;;SV-LI;;28/03/2020;-84;-65;-76;-68;-63;32
SV;El Salvador;La Libertad Department;;;SV-LI;;29/03/2020;-87;-72;-81;-69;-53;26
SV;El Salvador;La Libertad Department;;;SV-LI;;30/03/2020;-75;-51;-66;-58;-68;38
SV;El Salvador;La Libertad Department;;;SV-LI;;31/03/2020;-74;-48;-69;-59;-68;37
SV;El Salvador;La Libertad Department;;;SV-LI;;01/04/2020;-75;-47;-68;-58;-68;37
SV;El Salvador;La Libertad Department;;;SV-LI;;02/04/2020;-76;-49;-67;-60;-69;38
SV;El Salvador;La Libertad Department;;;SV-LI;;03/04/2020;-78;-53;-70;-59;-67;40
SV;El Salvador;La Libertad Department;;;SV-LI;;04/04/2020;-82;-62;-75;-66;-61;33
SV;El Salvador;La Libertad Department;;;SV-LI;;05/04/2020;-85;-69;-80;-69;-52;26
SV;El Salvador;La Libertad Department;;;SV-LI;;06/04/2020;-75;-51;-69;-63;-71;38
SV;El Salvador;La Libertad Department;;;SV-LI;;07/04/2020;-80;-58;-73;-64;-74;39
SV;El Salvador;La Libertad Department;;;SV-LI;;08/04/2020;-80;-55;-73;-65;-76;41
SV;El Salvador;La Libertad Department;;;SV-LI;;09/04/2020;-84;-61;-77;-72;-83;44
SV;El Salvador;La Libertad Department;;;SV-LI;;10/04/2020;-89;-75;-83;-77;-87;49
SV;El Salvador;La Libertad Department;;;SV-LI;;11/04/2020;-88;-74;-82;-77;-75;37
SV;El Salvador;La Libertad Department;;;SV-LI;;12/04/2020;-87;-72;-84;-72;-57;27
SV;El Salvador;La Libertad Department;;;SV-LI;;13/04/2020;-78;-56;-72;-64;-70;40
SV;El Salvador;La Libertad Department;;;SV-LI;;14/04/2020;-78;-54;-72;-63;-69;39
SV;El Salvador;La Libertad Department;;;SV-LI;;15/04/2020;-76;-50;-71;-57;-67;38
SV;El Salvador;La Libertad Department;;;SV-LI;;16/04/2020;-76;-47;-69;-60;-68;38
SV;El Salvador;La Libertad Department;;;SV-LI;;17/04/2020;-77;-51;-69;-59;-65;40
SV;El Salvador;La Libertad Department;;;SV-LI;;18/04/2020;-82;-63;-76;-66;-61;33
SV;El Salvador;La Libertad Department;;;SV-LI;;19/04/2020;-87;-72;-82;-69;-54;26
SV;El Salvador;La Libertad Department;;;SV-LI;;20/04/2020;-75;-52;-71;-58;-66;38
SV;El Salvador;La Libertad Department;;;SV-LI;;21/04/2020;-76;-52;-72;-58;-68;38
SV;El Salvador;La Libertad Department;;;SV-LI;;22/04/2020;-76;-51;-72;-57;-67;38
SV;El Salvador;La Libertad Department;;;SV-LI;;23/04/2020;-76;-53;-71;-58;-67;38
SV;El Salvador;La Libertad Department;;;SV-LI;;24/04/2020;-76;-50;-69;-57;-64;39
SV;El Salvador;La Libertad Department;;;SV-LI;;25/04/2020;-80;-61;-75;-61;-59;32
SV;El Salvador;La Libertad Department;;;SV-LI;;26/04/2020;-84;-70;-81;-66;-52;26
SV;El Salvador;La Libertad Department;;;SV-LI;;27/04/2020;-73;-51;-67;-53;-64;37
SV;El Salvador;La Libertad Department;;;SV-LI;;28/04/2020;-72;-49;-69;-52;-65;32
SV;El Salvador;La Libertad Department;;;SV-LI;;29/04/2020;-72;-48;-67;-52;-64;37
SV;El Salvador;La Libertad Department;;;SV-LI;;30/04/2020;-67;-40;-63;-52;-63;35
SV;El Salvador;La Libertad Department;;;SV-LI;;01/05/2020;-80;-56;-73;-66;-80;45
SV;El Salvador;La Libertad Department;;;SV-LI;;02/05/2020;-75;-53;-69;-55;-55;30
SV;El Salvador;La Libertad Department;;;SV-LI;;03/05/2020;-81;-64;-78;-61;-48;24
SV;El Salvador;La Libertad Department;;;SV-LI;;04/05/2020;-67;-42;-64;-50;-61;35
SV;El Salvador;La Libertad Department;;;SV-LI;;05/05/2020;-69;-41;-66;-54;-63;35
SV;El Salvador;La Libertad Department;;;SV-LI;;06/05/2020;-68;-37;-63;-50;-63;35
SV;El Salvador;La Libertad Department;;;SV-LI;;07/05/2020;-87;-69;-79;-71;-72;41
SV;El Salvador;La Libertad Department;;;SV-LI;;08/05/2020;-87;-70;-78;-71;-70;43
SV;El Salvador;La Libertad Department;;;SV-LI;;09/05/2020;-87;-73;-80;-70;-64;34
SV;El Salvador;La Libertad Department;;;SV-LI;;10/05/2020;-83;-65;-79;-68;-51;24
SV;El Salvador;La Libertad Department;;;SV-LI;;11/05/2020;-81;-56;-73;-65;-69;40
SV;El Salvador;La Libertad Department;;;SV-LI;;12/05/2020;-83;-63;-75;-66;-70;39
SV;El Salvador;La Libertad Department;;;SV-LI;;13/05/2020;-83;-63;-76;-63;-69;40
SV;El Salvador;La Libertad Department;;;SV-LI;;14/05/2020;-79;-52;-72;-63;-68;37
SV;El Salvador;La Libertad Department;;;SV-LI;;15/05/2020;-80;-53;-72;-59;-66;40
SV;El Salvador;La Libertad Department;;;SV-LI;;16/05/2020;-85;-68;-77;-64;-61;33
SV;El Salvador;La Libertad Department;;;SV-LI;;17/05/2020;-86;-69;-81;-65;-49;26
SV;El Salvador;La Libertad Department;;;SV-LI;;18/05/2020;-77;-50;-72;-60;-66;38
SV;El Salvador;La Libertad Department;;;SV-LI;;19/05/2020;-77;-48;-71;-58;-67;37
SV;El Salvador;La Libertad Department;;;SV-LI;;20/05/2020;-79;-54;-71;-61;-66;38
SV;El Salvador;La Libertad Department;;;SV-LI;;21/05/2020;-79;-54;-71;-60;-67;38
SV;El Salvador;La Libertad Department;;;SV-LI;;22/05/2020;-78;-49;-70;-56;-64;39
SV;El Salvador;La Libertad Department;;;SV-LI;;23/05/2020;-82;-60;-73;-57;-56;31
SV;El Salvador;La Libertad Department;;;SV-LI;;24/05/2020;-85;-70;-79;-60;-48;25
SV;El Salvador;La Libertad Department;;;SV-LI;;25/05/2020;-78;-56;-71;-56;-65;38
SV;El Salvador;La Libertad Department;;;SV-LI;;26/05/2020;-75;-46;-70;-56;-64;36
SV;El Salvador;La Libertad Department;;;SV-LI;;27/05/2020;-75;-44;-69;-52;-63;36
SV;El Salvador;La Libertad Department;;;SV-LI;;28/05/2020;-77;-51;-67;-54;-64;36
SV;El Salvador;La Libertad Department;;;SV-LI;;29/05/2020;-78;-52;-69;-54;-61;38
SV;El Salvador;La Libertad Department;;;SV-LI;;30/05/2020;-81;-60;-75;-60;-55;30
SV;El Salvador;La Libertad Department;;;SV-LI;;31/05/2020;-86;-70;-80;-67;-50;24
SV;El Salvador;La Libertad Department;;;SV-LI;;01/06/2020;-78;-58;-70;-59;-70;38
SV;El Salvador;La Libertad Department;;;SV-LI;;02/06/2020;-75;-50;-67;-54;-65;36
SV;El Salvador;La Libertad Department;;;SV-LI;;03/06/2020;-73;-44;-66;-51;-64;36
SV;El Salvador;La Libertad Department;;;SV-LI;;04/06/2020;-74;-45;-66;-55;-65;36
SV;El Salvador;La Libertad Department;;;SV-LI;;05/06/2020;-78;-54;-68;-58;-64;39
SV;El Salvador;La Libertad Department;;;SV-LI;;06/06/2020;-79;-60;-70;-55;-51;30
SV;El Salvador;La Libertad Department;;;SV-LI;;07/06/2020;-79;-56;-72;-58;-37;23
SV;El Salvador;La Libertad Department;;;SV-LI;;08/06/2020;-71;-45;-62;-53;-59;34
SV;El Salvador;La Libertad Department;;;SV-LI;;09/06/2020;-73;-50;-64;-53;-60;34
SV;El Salvador;La Libertad Department;;;SV-LI;;10/06/2020;-72;-49;-63;-52;-59;34
SV;El Salvador;La Libertad Department;;;SV-LI;;11/06/2020;-70;-41;-60;-53;-59;33
SV;El Salvador;La Libertad Department;;;SV-LI;;12/06/2020;-71;-41;-61;-49;-56;34
SV;El Salvador;La Libertad Department;;;SV-LI;;13/06/2020;-77;-58;-65;-49;-45;27
SV;El Salvador;La Libertad Department;;;SV-LI;;14/06/2020;-78;-58;-71;-53;-32;22
SV;El Salvador;La Libertad Department;;;SV-LI;;15/06/2020;-62;-35;-54;-39;-55;30
SV;El Salvador;La Libertad Department;;;SV-LI;;16/06/2020;-54;-25;-44;-35;-53;26
SV;El Salvador;La Libertad Department;;;SV-LI;;17/06/2020;-60;-32;-57;-50;-71;35
SV;El Salvador;La Libertad Department;;;SV-LI;;18/06/2020;-64;-38;-55;-47;-55;29
SV;El Salvador;La Libertad Department;;;SV-LI;;19/06/2020;-62;-32;-54;-48;-52;28
SV;El Salvador;La Libertad Department;;;SV-LI;;20/06/2020;-65;-42;-55;-43;-38;23
SV;El Salvador;La Libertad Department;;;SV-LI;;21/06/2020;-71;-49;-66;-54;-31;20
SV;El Salvador;La Libertad Department;;;SV-LI;;22/06/2020;-57;-33;-49;-41;-54;28
SV;El Salvador;La Libertad Department;;;SV-LI;;23/06/2020;-58;-31;-53;-44;-55;29
SV;El Salvador;La Libertad Department;;;SV-LI;;24/06/2020;-59;-34;-50;-39;-54;29
SV;El Salvador;La Libertad Department;;;SV-LI;;25/06/2020;-59;-29;-50;-45;-54;28
SV;El Salvador;La Libertad Department;;;SV-LI;;26/06/2020;-61;-31;-53;-43;-51;30
SV;El Salvador;La Libertad Department;;;SV-LI;;27/06/2020;-63;-40;-51;-40;-40;23
SV;El Salvador;La Libertad Department;;;SV-LI;;28/06/2020;-70;-48;-64;-52;-29;20
SV;El Salvador;La Libertad Department;;;SV-LI;;29/06/2020;-58;-36;-50;-42;-52;28
SV;El Salvador;La Libertad Department;;;SV-LI;;30/06/2020;-55;-27;-49;-42;-53;27
SV;El Salvador;La Libertad Department;;;SV-LI;;01/07/2020;-56;-26;-51;-41;-53;29
SV;El Salvador;La Libertad Department;;;SV-LI;;02/07/2020;-59;-29;-51;-44;-54;29
SV;El Salvador;La Libertad Department;;;SV-LI;;03/07/2020;-60;-31;-50;-41;-52;30
SV;El Salvador;La Libertad Department;;;SV-LI;;04/07/2020;-63;-41;-56;-43;-39;24
SV;El Salvador;La Libertad Department;;;SV-LI;;05/07/2020;-69;-47;-63;-50;-33;20
SV;El Salvador;La Libertad Department;;;SV-LI;;06/07/2020;-58;-35;-53;-44;-53;29
SV;El Salvador;La Libertad Department;;;SV-LI;;07/07/2020;-59;-33;-53;-44;-55;29
SV;El Salvador;La Libertad Department;;;SV-LI;;08/07/2020;-60;-36;-53;-46;-54;30
SV;El Salvador;La Libertad Department;;;SV-LI;;09/07/2020;-62;-36;-56;-47;-54;29
SV;El Salvador;La Libertad Department;;;SV-LI;;10/07/2020;-65;-40;-59;-50;-53;32
SV;El Salvador;La Libertad Department;;;SV-LI;;11/07/2020;-62;-41;-53;-41;-38;23
SV;El Salvador;La Libertad Department;;;SV-LI;;12/07/2020;-68;-48;-62;-49;-33;19
SV;El Salvador;La Libertad Department;;;SV-LI;;13/07/2020;-58;-36;-52;-45;-53;29
SV;El Salvador;La Libertad Department;;;SV-LI;;14/07/2020;-58;-33;-53;-41;-54;28
SV;El Salvador;La Libertad Department;;;SV-LI;;15/07/2020;-56;-28;-51;-41;-52;28
SV;El Salvador;La Libertad Department;;;SV-LI;;16/07/2020;-56;-26;-50;-42;-52;28
SV;El Salvador;La Libertad Department;;;SV-LI;;17/07/2020;-59;-29;-50;-40;-50;29
SV;El Salvador;La Libertad Department;;;SV-LI;;18/07/2020;-61;-38;-50;-39;-37;22
SV;El Salvador;La Libertad Department;;;SV-LI;;19/07/2020;-66;-46;-58;-45;-30;18
SV;El Salvador;La Libertad Department;;;SV-LI;;20/07/2020;-57;-36;-52;-40;-52;28
SV;El Salvador;La Libertad Department;;;SV-LI;;21/07/2020;-58;-35;-52;-43;-53;28
SV;El Salvador;La Libertad Department;;;SV-LI;;22/07/2020;-58;-32;-52;-38;-51;28
SV;El Salvador;La Libertad Department;;;SV-LI;;23/07/2020;-58;-33;-50;-42;-51;28
SV;El Salvador;La Libertad Department;;;SV-LI;;24/07/2020;-58;-30;-48;-40;-48;28
SV;El Salvador;La Libertad Department;;;SV-LI;;25/07/2020;-60;-40;-48;-37;-36;22
SV;El Salvador;La Libertad Department;;;SV-LI;;26/07/2020;-65;-47;-56;-44;-30;18
SV;El Salvador;La Libertad Department;;;SV-LI;;27/07/2020;-55;-33;-50;-39;-50;27
SV;El Salvador;La Libertad Department;;;SV-LI;;28/07/2020;-56;-34;-51;-41;-51;27
SV;El Salvador;La Libertad Department;;;SV-LI;;29/07/2020;-56;-30;-48;-38;-50;27
SV;El Salvador;La Libertad Department;;;SV-LI;;30/07/2020;-54;-25;-44;-34;-50;26
SV;El Salvador;La Libertad Department;;;SV-LI;;31/07/2020;-53;-22;-44;-38;-46;25
SV;El Salvador;La Libertad Department;;;SV-LI;;01/08/2020;-54;-29;-42;-31;-33;18
SV;El Salvador;La Libertad Department;;;SV-LI;;02/08/2020;-61;-40;-52;-42;-28;15
SV;El Salvador;La Libertad Department;;;SV-LI;;03/08/2020;-50;-26;-42;-39;-58;27
SV;El Salvador;La Libertad Department;;;SV-LI;;04/08/2020;-50;-21;-42;-41;-60;26
SV;El Salvador;La Libertad Department;;;SV-LI;;05/08/2020;-58;-32;-50;-43;-67;31
SV;El Salvador;La Libertad Department;;;SV-LI;;06/08/2020;-67;-43;-57;-53;-77;34
SV;El Salvador;La Libertad Department;;;SV-LI;;07/08/2020;-60;-31;-48;-44;-57;28
SV;El Salvador;La Libertad Department;;;SV-LI;;08/08/2020;-62;-40;-48;-41;-39;20
SV;El Salvador;La Libertad Department;;;SV-LI;;09/08/2020;-66;-48;-58;-45;-30;16
SV;El Salvador;La Libertad Department;;;SV-LI;;10/08/2020;-54;-35;-48;-43;-49;24
SV;El Salvador;La Libertad Department;;;SV-LI;;11/08/2020;-53;-28;-44;-41;-50;24
SV;El Salvador;La Libertad Department;;;SV-LI;;12/08/2020;-54;-29;-41;-42;-48;25
SV;El Salvador;La Libertad Department;;;SV-LI;;13/08/2020;-55;-30;-47;-44;-49;25
SV;El Salvador;La Libertad Department;;;SV-LI;;14/08/2020;-55;-28;-45;-41;-45;24
SV;El Salvador;La Libertad Department;;;SV-LI;;15/08/2020;-51;-25;-38;-33;-30;17
SV;El Salvador;La Libertad Department;;;SV-LI;;16/08/2020;-58;-36;-49;-39;-25;14
SV;El Salvador;La Libertad Department;;;SV-LI;;17/08/2020;0;0;0;0;-47;23
SV;El Salvador;La Libertad Department;;;SV-LI;;18/08/2020;0;0;0;0;-47;23
SV;El Salvador;La Libertad Department;;;SV-LI;;19/08/2020;0;0;0;0;-46;24
SV;El Salvador;La Libertad Department;;;SV-LI;;20/08/2020;0;0;0;0;-47;24
SV;El Salvador;La Libertad Department;;;SV-LI;;21/08/2020;0;0;0;0;-43;24
SV;El Salvador;La Libertad Department;;;SV-LI;;22/08/2020;0;0;0;0;-31;18
SV;El Salvador;La Libertad Department;;;SV-LI;;23/08/2020;0;0;0;0;-26;15
SV;El Salvador;La Libertad Department;;;SV-LI;;24/08/2020;0;0;0;0;-44;22
SV;El Salvador;La Libertad Department;;;SV-LI;;25/08/2020;0;0;0;0;-45;22
SV;El Salvador;La Libertad Department;;;SV-LI;;26/08/2020;0;0;0;0;-44;22
SV;El Salvador;La Libertad Department;;;SV-LI;;27/08/2020;0;0;0;0;-45;22
SV;El Salvador;La Libertad Department;;;SV-LI;;28/08/2020;0;0;0;0;-41;21
SV;El Salvador;La Libertad Department;;;SV-LI;;29/08/2020;0;0;0;0;-27;14
SV;El Salvador;La Libertad Department;;;SV-LI;;30/08/2020;0;0;0;0;-20;11
SV;El Salvador;La Libertad Department;;;SV-LI;;31/08/2020;0;0;0;0;-43;19
SV;El Salvador;La Libertad Department;;;SV-LI;;01/09/2020;0;0;0;0;-44;19
SV;El Salvador;La Libertad Department;;;SV-LI;;02/09/2020;0;0;0;0;-43;20
SV;El Salvador;La Libertad Department;;;SV-LI;;03/09/2020;0;0;0;0;-44;21
SV;El Salvador;La Libertad Department;;;SV-LI;;04/09/2020;0;0;0;0;-41;20
SV;El Salvador;La Libertad Department;;;SV-LI;;05/09/2020;0;0;0;0;-28;13
SV;El Salvador;La Libertad Department;;;SV-LI;;06/09/2020;0;0;0;0;-24;11
SV;El Salvador;La Libertad Department;;;SV-LI;;07/09/2020;0;0;0;0;-43;20
SV;El Salvador;La Libertad Department;;;SV-LI;;08/09/2020;0;0;0;0;-44;20
SV;El Salvador;La Libertad Department;;;SV-LI;;09/09/2020;0;0;0;0;-43;20
SV;El Salvador;La Libertad Department;;;SV-LI;;10/09/2020;0;0;0;0;-43;19
SV;El Salvador;La Libertad Department;;;SV-LI;;11/09/2020;0;0;0;0;-40;19
SV;El Salvador;La Libertad Department;;;SV-LI;;12/09/2020;0;0;0;0;-27;12
SV;El Salvador;La Libertad Department;;;SV-LI;;13/09/2020;0;0;0;0;-22;9
SV;El Salvador;La Libertad Department;;;SV-LI;;14/09/2020;0;0;0;0;-41;17
SV;El Salvador;La Libertad Department;;;SV-LI;;15/09/2020;0;0;0;0;-72;27
SV;El Salvador;La Libertad Department;;;SV-LI;;16/09/2020;0;0;0;0;-40;18
SV;El Salvador;La Libertad Department;;;SV-LI;;17/09/2020;0;0;0;0;-41;19
SV;El Salvador;La Libertad Department;;;SV-LI;;18/09/2020;0;0;0;0;-37;18
SV;El Salvador;La Libertad Department;;;SV-LI;;19/09/2020;0;0;0;0;-26;12
SV;El Salvador;La Libertad Department;;;SV-LI;;20/09/2020;0;0;0;0;-21;9
SV;El Salvador;La Libertad Department;;;SV-LI;;21/09/2020;0;0;0;0;-40;18
SV;El Salvador;La Libertad Department;;;SV-LI;;22/09/2020;0;0;0;0;-41;17
SV;El Salvador;La Libertad Department;;;SV-LI;;23/09/2020;0;0;0;0;-40;18
SV;El Salvador;La Libertad Department;;;SV-LI;;24/09/2020;0;0;0;0;-40;19
SV;El Salvador;La Libertad Department;;;SV-LI;;25/09/2020;0;0;0;0;-37;18
SV;El Salvador;La Libertad Department;;;SV-LI;;26/09/2020;0;0;0;0;-24;11
SV;El Salvador;La Libertad Department;;;SV-LI;;27/09/2020;0;0;0;0;-20;9
SV;El Salvador;La Paz Department;;;SV-PA;;15/02/2020;-2;3;2;-17;0;0
SV;El Salvador;La Paz Department;;;SV-PA;;16/02/2020;-3;5;-3;-11;-4;0
SV;El Salvador;La Paz Department;;;SV-PA;;17/02/2020;-10;-3;3;-10;10;-1
SV;El Salvador;La Paz Department;;;SV-PA;;18/02/2020;-3;-3;0;-11;7;-2
SV;El Salvador;La Paz Department;;;SV-PA;;19/02/2020;-3;-2;-1;-3;6;-1
SV;El Salvador;La Paz Department;;;SV-PA;;20/02/2020;-7;-6;-1;-5;5;0
SV;El Salvador;La Paz Department;;;SV-PA;;21/02/2020;-8;-2;-5;-6;13;-2
SV;El Salvador;La Paz Department;;;SV-PA;;22/02/2020;-5;-1;1;-18;3;0
SV;El Salvador;La Paz Department;;;SV-PA;;23/02/2020;0;1;-5;-23;1;0
SV;El Salvador;La Paz Department;;;SV-PA;;24/02/2020;-4;-1;0;-11;10;-2
SV;El Salvador;La Paz Department;;;SV-PA;;25/02/2020;-4;2;1;-11;8;-3
SV;El Salvador;La Paz Department;;;SV-PA;;26/02/2020;-5;-12;0;-5;9;-2
SV;El Salvador;La Paz Department;;;SV-PA;;27/02/2020;-8;-9;1;-4;5;-1
SV;El Salvador;La Paz Department;;;SV-PA;;28/02/2020;-7;-4;-8;-6;14;-3
SV;El Salvador;La Paz Department;;;SV-PA;;29/02/2020;-2;3;-3;-7;5;0
SV;El Salvador;La Paz Department;;;SV-PA;;01/03/2020;-5;-2;-2;-11;4;0
SV;El Salvador;La Paz Department;;;SV-PA;;02/03/2020;-5;0;-2;-7;15;-2
SV;El Salvador;La Paz Department;;;SV-PA;;03/03/2020;1;-3;2;-8;8;-2
SV;El Salvador;La Paz Department;;;SV-PA;;04/03/2020;-3;-7;-4;-5;8;-2
SV;El Salvador;La Paz Department;;;SV-PA;;05/03/2020;-5;-6;1;-17;6;-1
SV;El Salvador;La Paz Department;;;SV-PA;;06/03/2020;-10;-13;-7;-13;15;-3
SV;El Salvador;La Paz Department;;;SV-PA;;07/03/2020;-3;-7;-5;-21;7;0
SV;El Salvador;La Paz Department;;;SV-PA;;08/03/2020;-4;-7;-5;-21;1;0
SV;El Salvador;La Paz Department;;;SV-PA;;09/03/2020;-4;-10;-2;-17;12;-2
SV;El Salvador;La Paz Department;;;SV-PA;;10/03/2020;-6;-6;-2;-16;9;-3
SV;El Salvador;La Paz Department;;;SV-PA;;11/03/2020;-5;-8;7;-16;7;-3
SV;El Salvador;La Paz Department;;;SV-PA;;12/03/2020;-7;-6;0;-36;-11;3
SV;El Salvador;La Paz Department;;;SV-PA;;13/03/2020;-14;-4;-1;-48;0;3
SV;El Salvador;La Paz Department;;;SV-PA;;14/03/2020;-14;0;-11;-53;1;0
SV;El Salvador;La Paz Department;;;SV-PA;;15/03/2020;-28;-8;-18;-58;-4;0
SV;El Salvador;La Paz Department;;;SV-PA;;16/03/2020;-17;2;-5;-59;-7;4
SV;El Salvador;La Paz Department;;;SV-PA;;17/03/2020;-18;-4;-10;-59;-12;6
SV;El Salvador;La Paz Department;;;SV-PA;;18/03/2020;-28;-12;-8;-84;-16;6
SV;El Salvador;La Paz Department;;;SV-PA;;19/03/2020;-33;-5;-9;-87;-31;13
SV;El Salvador;La Paz Department;;;SV-PA;;20/03/2020;-44;-19;-30;-88;-30;0
SV;El Salvador;La Paz Department;;;SV-PA;;21/03/2020;-53;-29;-40;-92;-26;0
SV;El Salvador;La Paz Department;;;SV-PA;;22/03/2020;-79;-64;-63;-97;-47;0
SV;El Salvador;La Paz Department;;;SV-PA;;23/03/2020;-68;-47;-38;-92;-58;0
SV;El Salvador;La Paz Department;;;SV-PA;;24/03/2020;-69;-59;-45;-93;-62;0
SV;El Salvador;La Paz Department;;;SV-PA;;25/03/2020;-68;-55;-51;-91;-62;0
SV;El Salvador;La Paz Department;;;SV-PA;;26/03/2020;-70;-54;-48;-92;-63;0
SV;El Salvador;La Paz Department;;;SV-PA;;27/03/2020;-67;-50;-47;-89;-56;0
SV;El Salvador;La Paz Department;;;SV-PA;;28/03/2020;-74;-58;-55;-91;-48;0
SV;El Salvador;La Paz Department;;;SV-PA;;29/03/2020;-80;-70;-62;-95;-40;0
SV;El Salvador;La Paz Department;;;SV-PA;;30/03/2020;-60;-49;-40;-90;-57;0
SV;El Salvador;La Paz Department;;;SV-PA;;31/03/2020;-60;-46;-41;-90;-59;0
SV;El Salvador;La Paz Department;;;SV-PA;;01/04/2020;-61;-46;-44;-89;-56;0
SV;El Salvador;La Paz Department;;;SV-PA;;02/04/2020;-61;-45;-41;-91;-58;0
SV;El Salvador;La Paz Department;;;SV-PA;;03/04/2020;-64;-51;-42;-88;-53;0
SV;El Salvador;La Paz Department;;;SV-PA;;04/04/2020;-69;-56;-54;-96;-47;0
SV;El Salvador;La Paz Department;;;SV-PA;;05/04/2020;-78;-65;-58;-93;-36;0
SV;El Salvador;La Paz Department;;;SV-PA;;06/04/2020;-59;-41;-38;-93;-56;0
SV;El Salvador;La Paz Department;;;SV-PA;;07/04/2020;-64;-47;-39;-92;-60;0
SV;El Salvador;La Paz Department;;;SV-PA;;08/04/2020;-66;-52;-39;-92;-61;0
SV;El Salvador;La Paz Department;;;SV-PA;;09/04/2020;-72;-61;-46;-96;-68;0
SV;El Salvador;La Paz Department;;;SV-PA;;10/04/2020;-81;-73;-51;-97;-72;0
SV;El Salvador;La Paz Department;;;SV-PA;;11/04/2020;-80;-69;-58;-97;-59;0
SV;El Salvador;La Paz Department;;;SV-PA;;12/04/2020;-81;-71;-65;-100;-43;0
SV;El Salvador;La Paz Department;;;SV-PA;;13/04/2020;-68;-50;-41;-91;-59;0
SV;El Salvador;La Paz Department;;;SV-PA;;14/04/2020;-65;-50;-39;-92;-57;0
SV;El Salvador;La Paz Department;;;SV-PA;;15/04/2020;-64;-49;-37;-91;-55;0
SV;El Salvador;La Paz Department;;;SV-PA;;16/04/2020;-66;-47;-38;-93;-57;0
SV;El Salvador;La Paz Department;;;SV-PA;;17/04/2020;-68;-49;-43;-93;-52;0
SV;El Salvador;La Paz Department;;;SV-PA;;18/04/2020;-74;-63;-50;-95;-47;0
SV;El Salvador;La Paz Department;;;SV-PA;;19/04/2020;-81;-71;-63;-96;-40;0
SV;El Salvador;La Paz Department;;;SV-PA;;20/04/2020;-67;-46;-40;-93;-54;0
SV;El Salvador;La Paz Department;;;SV-PA;;21/04/2020;-66;-50;-36;-93;-56;0
SV;El Salvador;La Paz Department;;;SV-PA;;22/04/2020;-66;-51;-41;-92;-55;0
SV;El Salvador;La Paz Department;;;SV-PA;;23/04/2020;-65;-52;-36;-93;-57;0
SV;El Salvador;La Paz Department;;;SV-PA;;24/04/2020;-64;-47;-46;-93;-50;0
SV;El Salvador;La Paz Department;;;SV-PA;;25/04/2020;-72;-58;-52;-93;-44;0
SV;El Salvador;La Paz Department;;;SV-PA;;26/04/2020;-81;-69;-63;-95;-37;0
SV;El Salvador;La Paz Department;;;SV-PA;;27/04/2020;-60;-48;-36;-92;-52;0
SV;El Salvador;La Paz Department;;;SV-PA;;28/04/2020;-62;-54;-38;-93;-53;0
SV;El Salvador;La Paz Department;;;SV-PA;;29/04/2020;-63;-51;-39;-89;-54;0
SV;El Salvador;La Paz Department;;;SV-PA;;30/04/2020;-64;-49;-38;-91;-54;0
SV;El Salvador;La Paz Department;;;SV-PA;;01/05/2020;-72;-55;-46;-96;-62;0
SV;El Salvador;La Paz Department;;;SV-PA;;02/05/2020;-71;-57;-47;-95;-44;0
SV;El Salvador;La Paz Department;;;SV-PA;;03/05/2020;-80;-68;-60;-100;-36;0
SV;El Salvador;La Paz Department;;;SV-PA;;04/05/2020;-59;-47;-35;-92;-47;0
SV;El Salvador;La Paz Department;;;SV-PA;;05/05/2020;-60;-44;-28;-92;-50;0
